"DLN","YEAR","CASE #","ROAD SYSTEM CODE","COUNTY","MUNICIPALITY","CRASH DATE","DEPARTMENT NAME","DEPARTMENT #","STATION","LOCATION","ROUTE","SRI","MILEPOST","CROSS STREET","IS RAMP?","RAMP ROUTE","STATE","FIRST EVENT CODE","SECOND EVENT CODE","THIRD EVENT CODE","FOURTH EVENT CODE","MOST HARMFUL EVENT CODE","OTHER PROPERTY DAMAGE","SEVERITY RATING"
"17123218","2017","17001186","02","18","01","2017-01-19 ","BEDMINSTER TWP PD","01","","US 206","206 ","00000206__","78.930 ","ROUTE 523 / LAMINGTON RD","","","NJ","26","51","56","69","26","TRAFFIC POLE AND DO NOT ENTER SIGN AND D.O.T CONTROL CABINET","3"
"17903372","2017","B080-2017-00196A","01","14","39","2017-01-24 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","33.500 ","","","","NJ","05","46","","","46","","1"
"17901744","2017","B080-2017-00061A","01","14","01","2017-01-10 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-287","287 ","00000287__","45.500 ","","","","NY","26","06","46","","26","","1"
"17905871","2017","B130-2017-00004A","01","18","01","2017-01-02 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-287","287 ","00000287__","22.500 ","","","","PA","26","26","06","46","26","100 FEET GUARDRAIL DAMAGE.","1"
"17905871","2017","B130-2017-00004A","01","18","01","2017-01-02 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-287","287 ","00000287__","22.500 ","","","","NJ","26","26","06","46","26","100 FEET GUARDRAIL DAMAGE.","1"
"17902261","2017","A140-2017-00059A","01","08","09","2017-01-25 ","NEW JERSEY STATE POLICE","02","WOODSTOWN - SQU","I-295","295 ","00000295__","15.000 ","","","","NJ","26","06","48","","48","","1"
"17106503","2017","P1700714617-1160","02","07","14","2017-01-07 ","NEWARK PD","01","3RD","US 1","1   ","00000001__","48.900 ","I 78 ENTRANCE","","","NJ","26","26","48","","","","1"
"17901837","2017","A310-2017-00105A","01","08","20","2017-01-12 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-295","295 ","00000295__","21.500 ","","","","NJ","26","05","48","26","26","CONCRETE BARRIER - NJDOT","2"
"17937166","2017","C020-2017-00005A","01","03","18","2017-01-01 ","NEW JERSEY STATE POLICE","02","BORDENTOWN - SQ","I-295","295 ","00000295__","54.200 ","","","","NJ","26","06","46","15","26","Guardrail damage","4"
"17901518","2017","A310-2017-00087A","01","04","08","2017-01-10 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-676","676 ","00000676__","0.600  ","","","","NJ","26","05","46","","46","","1"
"17900669","2017","B080-2017-00006A","01","14","12","2017-01-03 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-287","287 ","00000287__","38.200 ","","","","NJ","26","48","","","","","2"
"17108842","2017","I-2017-000196","02","12","02","2017-01-09 ","CRANBURY TWP PD","01","","US 130","130 ","00000130__","72.770 ","MAIN ST","","","NJ","26","56","06","50","26","#127D (50) TRAFFIC SIGN  - NJ DOT 1035 PARKWAY AVENUE, PO BOX 600, TRENTON, NJ ?","1"
"17117572","2017","17-48-AC","02","14","03","2017-01-01 ","BUTLER BORO PD","01","","NJ 23","23  ","00000023__","15.100 ","","","","AZ","26","46","","","","","1"
"17117866","2017","2017-001106","02","02","49","2017-01-31 ","RIDGEFIELD BORO PD","01","604 BROAD AVEN?","US 1","1   ","00000001__","61.860 ","MARION PL","","","NJ","69","09","","","","","1"
"17902339","2017","B080-2017-00156A","01","14","12","2017-01-19 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-287","287 ","00000287__","38.900 ","","","","NJ","26","05","46","","26","15 FEET OF GUARDRAIL DAMAGE OWNED BY THE STATE OF NJ","2"
"17106633","2017","17-617-AC","02","13","19","2017-01-04 ","HOWELL TWP PD","01","","US 9","9   ","00000009__","109.000","NJ TRANSIT JUGHANDLE","","","NJ","26","26","48","","26","","3"
"17300101","2017","17000544","02","11","11","2017-01-14 ","TRENTON PD","01","TRENTON","US 206","206 ","00000206__","","CENTRE ST / GREENWOOD AVE","","","NY","26","69","","","26","","1"
"17146372","2017","17-00400","02","02","17","2017-01-07 ","FAIR LAWN PD","01","3102","NJ 208","208 ","00000208__","0.850  ","I- 78 / MORLOT AVE","","","PA","26","46","26","","26","","2"
"17146372","2017","17-00400","02","02","17","2017-01-07 ","FAIR LAWN PD","01","3102","NJ 208","208 ","00000208__","0.850  ","I- 78 / MORLOT AVE","","","NJ","26","46","","","26","","2"
"17900872","2017","B130-2017-00088A","01","12","05","2017-01-07 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-287","287 ","00000287__","2.000  ","","","","NY","26","06","46","","26","NJ DOT TRENTON, NJ-GUARDRAIL 5 FEET","2"
"17125736","2017","I-2017-000942","02","02","51","2017-01-18 ","RIDGEWOOD PD","01","","NJ 17","17  ","00000017__","17.350 ","W SADDLE RIVER RD","","","NJ","05","45","15","","","A GUARD RAIL ON 17 SOUTH OVER THE SADDLE RIVER.","3"
"17133656","2017","17-00666","02","19","11","2017-01-16 ","HARDYSTON TWP POLICE DEPT","01","","NJ 23","23  ","00000023__","30.980 ","LACEYTOWN RD","","","NJ","07","26","46","","26","","3"
"17105276","2017","17006257","02","18","06","2017-01-09 ","BRIDGEWATER TWP PD","01","HQ","US 22","22  ","00000022__","33.680 ","US 202 / US 206","","","NJ","26","06","50","","26","NJ DOT SIGN","2"
"17117540","2017","2017-000086","02","02","49","2017-01-03 ","RIDGEFIELD BORO PD","01","604 BROAD AVEN?","US 1","1   ","00000001__","61.600 ","MAYER CT","","","TN","26","46","","","","","2"
"17107953","2017","I-2017-001587","02","02","46","2017-01-10 ","PARAMUS PD","01","","NJ 17","17  ","00000017__","13.660 ","GARDEN STATE PARKWAY","","","NJ","26","49","","","","14 SAND DRUMS WERE DESTROYED AS A RESULT OF THE ACCIDENT.","2"
"17107953","2017","I-2017-001587","02","02","46","2017-01-10 ","PARAMUS PD","01","","NJ 17","17  ","00000017__","13.660 ","GARDEN STATE PARKWAY","","","NJ","26","49","","","","14 SAND DRUMS WERE DESTROYED AS A RESULT OF THE ACCIDENT.","2"
"17150516","2017","17-01809","02","02","17","2017-01-30 ","FAIR LAWN PD","01","3102","NJ 208","208 ","00000208__","1.470  ","BERDAN AVE","","","NJ","26","05","50","","26","DAMAGE TO A STATE MILE MARKER POST","2"
"17100727","2017","17-1237","02","11","07","2017-01-13 ","LAWRENCE TWP PD","01","","US 1","1   ","00000001__","6.850  ","I- 295","","","NJ","26","48","","","26","","2"
"17902507","2017","B130-2017-00316A","01","18","08","2017-01-24 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-287","287 ","00000287__","10.300 ","","","","NJ","48","26","","","","","1"
"17902748","2017","A310-2017-00196A","01","04","04","2017-01-25 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-295","295 ","00000295__","27.500 ","","","","NJ","47","26","","","26","","1"
"17902748","2017","A310-2017-00196A","01","04","04","2017-01-25 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-295","295 ","00000295__","27.500 ","","","","NJ","26","46","","","26","","1"
"17900659","2017","B060-2017-00117A","01","09","04","2017-01-10 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","15.000 ","","","","NJ","06","48","05","26","","","1"
"17900130","2017","C060-2017-00014A","02","11","11","2017-01-03 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","NJ 29","29  ","00000029__","2.000  ","","","","NJ","46","","","","46","","1"
"17103327","2017","17-02907","02","07","16","2017-01-19 ","NUTLEY PD","01","","NJ 21","21  ","00000021__","8.800  ","","","","NJ","26","41","26","","41","","1"
"17903275","2017","A310-2017-00231A","01","04","03","2017-01-30 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-295","295 ","00000295__","29.000 ","","","","NJ","46","01","58","","01","GUARDRAIL NJDOT 1 EXECUTIVE CAMPUS CHERRY HILL, NJ 08002","3"
"17108357","2017","201700614","02","08","04","2017-01-17 ","ELK TWP PD","01","","NJ 77","77  ","00000077__","17.830 ","CR 641 / FERRELL RD","","","NJ","26","05","69","","26","PROPERTY DAMAGE TO FRONT LAWN AND BUSH OF 800 BRIDEGTON PIKE","2"
"17104852","2017","HT2017-001571","02","11","06","2017-01-20 ","HOPEWELL TWP PD","01","53","NJ 29","29  ","00000029__","11.950 ","ROUTE 546 / WASHINGTON CROSSING RD","","","PA","26","06","54","","26","","2"
"17902740","2017","A310-2017-00096A","01","08","03","2017-01-07 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-295","295 ","00000295__","18.000 ","","T","GLOUCESTER C0UNTY 678","PA","06","56","46","04","04","GUARDRAIL
NJDOT
1 EXECUTIVE CAMPUS
CHERRY HILL, NJ","2"
"17907327","2017","A310-2017-00207A","01","04","04","2017-01-26 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-76","76  ","00000076__","0.200  ","","","","NJ","26","48","26","","26","","2"
"17901896","2017","C060-2017-00107A","01","11","12","2017-01-15 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-195","195 ","00000195__","8.200  ","","","","NJ","26","26","06","46","","APPROXIMITLY 10 FEET OF NJ DOT GUARDRAIL PO BOX 600 TRENTON, NJ 08625-0600","2"
"17902797","2017","B080-2017-00107A","01","14","12","2017-01-16 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-287","287 ","00000287__","37.800 ","","","","NJ","48","46","","","","","2"
"17101572","2017","I-2017-00948","02","05","06","2017-01-07 ","MIDDLE TWSP PD","01","BURLEIGH","NJ 147","147 ","00000147__","","OLD NORTH WILDWOOD BLVD","","","NJ","06","48","15","46","48","","2"
"17116457","2017","17-04207","02","16","07","2017-01-19 ","PASSAIC PD","01","","NJ 21","21  ","00000021__","","","","","NJ","05","48","15","01","01","","2"
"17146281","2017","17-290","02","20","07","2017-01-08 ","HILLSIDE PD","01","","US 22","22  ","00000022__","56.720 ","CORNELL ST","","","NJ","48","","","","48","","2"
"17128449","2017","2017-00001306","02","01","08","2017-01-07 ","EGG HARBOR TWP PD","01","EHTPD","US 40","40  ","00000040__","56.680 ","UIBEL AVE","","","PA","05","59","","","59","RODEFF SHALOM CEMENTARY 6691 BLACK HORSE PIKE (CHAIN LINK FENCE)","2"
"17900349","2017","B110-2017-00004A","01","10","02","2017-01-02 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","9.000  ","","","","NY","46","05","46","","46","50 FEET OF GUARDRAIL LOCATED AT 78 WEST MILE POST 9.","1"
"17901531","2017","B020-2017-00030A","01","21","11","2017-01-14 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 3","I-80","80  ","00000080__","10.200 ","","","","PA","06","46","","","","","2"
"17902602","2017","B050-2017-00073A","02","19","24","2017-01-16 ","NEW JERSEY STATE POLICE","02","SUSSEX - SQUAD","NJ 23","23  ","00000023__","40.900 ","","","","NJ","05","50","54","54","","""35 MPH"" SIGN, WOODEN POLE, AND AN ""ENTER"" SIGN","1"
"17902785","2017","B060-2017-00337A","01","02","11","2017-01-31 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","61.900 ","","","","NJ","48","","","","48","","2"
"17901321","2017","B020-2017-00047A","01","21","01","2017-01-17 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 2","I-80","80  ","00000080__","20.800 ","","","","PA","06","46","","","","20 FEET OF GUARDRAIL DAMAGE","1"
"17124492","2017","17003036","02","12","09","2017-01-25 ","OLD BRIDGE TWP PD","01","","US 9","9   ","00000009__","121.630","CR 690 / TEXAS RD","","","NJ","06","46","05","59","46","SMALL SECTION OF GUARDRAIL. FENCE ON OPPOSITE SIDE OF HIGHWAY","2"
"17901389","2017","B080-2017-00179A","01","14","29","2017-01-08 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-287","287 ","00000287__","42.100 ","","","","NJ","26","05","46","","","","1"
"17133803","2017","CP-2017-00723","02","17","13","2017-01-25 ","CARNEYS POINT PD","01","MUNICIPAL","US 130","130 ","00000130__","1.650  ","SPRINGFIELD AVE","","","NJ","05","08","06","46","46","THE GUARDRAIL ALONG ROUTE 130 NORTHBOUND WAS DAMAGED AS A RESULT OF THE CRASH.","2"
"17902543","2017","D030-2017-00273A","03","09","06","2017-01-25 ","NEW JERSEY STATE POLICE","02","NEWARK - SQUAD","I-78","78  ","00000078__","67.830 ","","","","NJ","48","","","","48","N.J.T.A., P.O. BOX 5042, WOODBRIDGE, NJ 07095- CONCRETE BARRIER.","1"
"17902813","2017","B110-2017-00074A","01","10","02","2017-01-26 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","9.000  ","","","","OK","06","48","","","48","APPROXIMATELY (5) FEET OF BARRIER DAMAGE BELONGING TO WEST TRENTON DOT.","1"
"17129616","2017","2017-000341","02","02","30","2017-01-07 ","LITTLE FERRY PD","01","","US 46","46  ","00000046__","70.120 ","NJ 124 / BERGEN TURNPIKE","","","NJ","56","46","","","","MINOR DAMAGE TO GUARD RAIL","1"
"17902161","2017","B130-2017-00323A","01","20","19","2017-01-24 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","53.300 ","","","","NJ","05","48","46","","48","10 FEET OF GUARDRAIL","1"
"17900090","2017","B060-2017-00029A","01","16","08","2017-01-03 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","59.000 ","","","","NJ","05","56","46","","46","","1"
"17901951","2017","D030-2017-00210A","03","09","01","2017-01-18 ","NEW JERSEY STATE POLICE","02","NEWARK - SQUAD","I-78","78  ","00000078__","61.710 ","","","","NJ","26","48","","","26","CONCRETE BARRIER - SCRAPES, NJTA, PO BOX 5042, WOODBRIDGE, NJ 07095.","1"
"17130395","2017","17003777","02","12","15","2017-01-18 ","NORTH BRUNSWICK TWP PD","01","","US 1","1   ","00000001__","22.440 ","CR 608 / ADAMS LN / COZZENS LN","","","NJ","46","","","","46","","1"
"17902480","2017","B080-2017-00063A","01","14","36","2017-01-10 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","31.400 ","","","","NJ","46","","","","46","","1"
"17903290","2017","C060-2017-00167A","01","13","32","2017-01-24 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-195","195 ","00000195__","15.800 ","","","","NJ","47","46","","","","","1"
"17103772","2017","17-03435","02","12","14","2017-01-16 ","NEW BRUNSWICK PD","01","","NJ 18","18  ","00000018__","41.680 ","COMMERCIAL AVE","","","NJ","26","48","","","","","1"
"17902341","2017","B080-2017-00195A","01","14","08","2017-01-23 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","40.000 ","","","","NJ","06","48","","","48","CONCRETE BARRIER","1"
"17900646","2017","B060-2017-00094A","01","07","10","2017-01-09 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","6.000  ","","","","NJ","06","46","05","46","46","","1"
"17902761","2017","B020-2017-00077A","01","21","11","2017-01-31 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 1","I-80","80  ","00000080__","11.800 ","","","","PA","06","46","01","","01","NJDOT TRENTON, NJ 15 FEET GUARDRAIL.","3"
"17109407","2017","170002297","02","04","27","2017-01-09 ","PENNSAUKEN TWP PD","01","2ND","US 130","130 ","00000130__","33.340 ","BETHEL AVE","","","NJ","48","","","","48","","1"
"17100482","2017","17-151","02","11","07","2017-01-03 ","LAWRENCE TWP PD","01","","US 1","1   ","00000001__","4.540  ","US 1 BUSINESS","","","PA","48","46","","","","","1"
"17901699","2017","B020-2017-00031A","01","21","11","2017-01-14 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 3","I-80","80  ","00000080__","10.200 ","","","","PA","06","46","","","46","","1"
"17133654","2017","17-01042","02","19","11","2017-01-22 ","HARDYSTON TWP POLICE DEPT","01","","NJ 23","23  ","00000023__","30.580 ","LACEYTOWN RD","","","NJ","05","46","","","46","","1"
"17901614","2017","C020-2017-00056A","01","03","24","2017-01-18 ","NEW JERSEY STATE POLICE","02","BORDENTOWN - SQ","I-295","295 ","00000295__","38.600 ","","","","NJ","06","46","","","","","1"
"17900724","2017","D030-2017-00021A","03","07","14","2017-01-02 ","NEW JERSEY STATE POLICE","02","NEWARK - SQUAD","I-78","78  ","00000078__","59.800 ","","","","NJ","26","48","","","","CONCRETE BARRIER - NJTA, P.O. BOX 5042, WOODBRIDGE, NJ 07095.","1"
"17903183","2017","B080-2017-00203A","01","14","29","2017-01-24 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","41.200 ","","","","PA","26","05","48","","48","","1"
"17143256","2017","2017-00068","02","13","52","2017-01-06 ","WALL TWP PD","01","PATROL","NJ 18","18  ","00000018__","5.140  ","","T","NJ 138","NJ","56","56","46","","","","1"
"17900604","2017","B020-2017-00022A","01","21","01","2017-01-11 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 1","I-80","80  ","00000080__","19.400 ","","","","NJ","05","46","","","46","","1"
"17307933","2017","1701-0643","02","01","02","2017-01-23 ","ATLANTIC CITY PD","01","","US 30","30  ","00000030__","56.530 ","","","","MD","48","05","","","48","","1"
"17901730","2017","B060-2017-00218A","01","09","04","2017-01-17 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","14.600 ","","","","NJ","28","46","","","","","1"
"17900335","2017","B060-2017-00075A","01","16","12","2017-01-07 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","56.100 ","","","","PA","05","46","","","46","40 FEET OF NJDOT GUARDRAIL DAMAGE","1"
"17902333","2017","B080-2017-00100A","01","14","33","2017-01-15 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-287","287 ","00000287__","53.500 ","","","","NJ","06","48","","","48","","1"
"17900363","2017","B130-2017-00086A","01","12","05","2017-01-07 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-287","287 ","00000287__","1.200  ","","","","NJ","06","46","46","","46","","1"
"17902438","2017","C020-2017-00073A","01","03","04","2017-01-26 ","NEW JERSEY STATE POLICE","02","BORDENTOWN - SQ","I-295","295 ","00000295__","56.000 ","","","","NJ","05","46","46","46","46","GUARDRAIL FACE","1"
"17900102","2017","B060-2017-00086A","01","14","29","2017-01-08 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","45.300 ","","","","NJ","05","46","","","","","1"
"17900099","2017","B060-2017-00072A","01","14","29","2017-01-06 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","45.900 ","","","","NJ","07","06","48","","48","","1"
"17900263","2017","B080-2017-00048A","01","14","21","2017-01-07 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-287","287 ","00000287__","49.200 ","","","","NJ","06","48","05","46","","","1"
"17126272","2017","2017-02709","02","20","17","2017-01-31 ","SUMMIT PD","01","2018","NJ 24","24  ","00000024__","9.500  ","ROUTE 512","","","NJ","05","56","48","06","","GUARDRAIL ON RAMP A","1"
"17900091","2017","B060-2017-00031A","01","07","05","2017-01-03 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","12.200 ","","","","NJ","46","07","26","","26","","1"
"17133657","2017","17-0650","02","19","11","2017-01-15 ","HARDYSTON TWP POLICE DEPT","01","","NJ 23","23  ","00000023__","30.700 ","BEAVER LAKE RD","","","NJ","07","46","46","","46","","1"
"17106001","2017","17005405","02","12","05","2017-01-30 ","EDISON TWP PD","01","","US 1","1   ","00000001__","29.870 ","OLD POST RD","","","NJ","26","48","26","","48","SCRATCHED TO CONCRETE TRAFFIC BARRIER (MINOR)","1"
"17901703","2017","B020-2017-00037A","01","21","01","2017-01-14 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 3","I-80","80  ","00000080__","21.000 ","","","","PA","26","06","46","","","15 FEET OF GUARD RAIL.","1"
"17901703","2017","B020-2017-00037A","01","21","01","2017-01-14 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 3","I-80","80  ","00000080__","21.000 ","","","","MA","26","06","47","","47","15 FEET OF GUARD RAIL.","1"
"17900285","2017","C060-2017-00005A","02","11","07","2017-01-02 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","US 1","1   ","00000001__","6.700  ","","T","INTERSTATE 295","NJ","05","46","","","","GUARDRAIL DAMAGE.","2"
"17129572","2017","17MT00579","02","13","31","2017-01-07 ","MIDDLETOWN PD","01","","NJ 36","36  ","00000036__","20.190 ","HENRY PL","","","NJ","48","","","","48","NJDOT CONCRETE BARRIER","1"
"17900641","2017","B060-2017-00083A","01","16","12","2017-01-07 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","54.400 ","","","","WI","26","05","46","","","","1"
"17901355","2017","B060-2017-00156A","01","16","12","2017-01-13 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","55.600 ","","","","NJ","05","46","","","46","","1"
"17901076","2017","B110-2017-00039A","01","18","01","2017-01-14 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","27.000 ","","","","PA","46","","","","46","","1"
"17900603","2017","B020-2017-00020A","01","21","01","2017-01-11 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 4","I-80","80  ","00000080__","19.000 ","","","","NJ","05","46","46","","46","THERE WAS WHITE PAINT FROM V1 ON THE GUARDRAIL NEAR THE IMPACT POINT.","1"
"17902177","2017","C060-2017-00148A","02","11","11","2017-01-23 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","NJ 29","29  ","00000029__","1.900  ","","","","NJ","48","","","","48","","1"
"17901721","2017","B060-2017-00174A","01","09","04","2017-01-14 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","15.100 ","","","","NJ","06","48","","","48","","1"
"17901719","2017","B060-2017-00061A","01","09","07","2017-01-06 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","17.250 ","","","","NJ","05","48","","","48","","1"
"17902008","2017","B130-2017-00222A","01","12","17","2017-01-16 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-287","287 ","00000287__","6.500  ","","","","NJ","06","46","46","","46","20 FEET OF GUARDRAIL MEDIAN","2"
"17150491","2017","17-01069","02","02","17","2017-01-18 ","FAIR LAWN PD","01","3202","NJ 4","4   ","00000004__","0.810  ","SUMMIT AVE","","","NJ","26","69","","","","V2 STRUCK A METAL STAIR RAILING FROM 15-01 BROADWAY","1"
"17503584","2017","2017-001153","02","21","20","2017-02-01 ","WASHINGTON TWP PD (WARREN)","01","","US 22","22  ","00000022__","4.270  ","NJ 122 / NEW BRUNSWICK AVE","","","NJ","58","05","50","","50","""""TRUCK ROUTE, WARREN COUNTY 519 WITH AN ARROW,"""" SIGN AND BREAK AWAY POST.","1"
"17143060","2017","17-00102","02","07","07","2017-01-02 ","FAIRFIELD PD (ESSEX)","01","","US 46","46  ","00000046__","52.830 ","MADISON ROAD","","","KY","06","50","","","","1 TRAFFIC SIGN NOTIFYING DRIVERS OF TRAFFIC ISLAND","1"
"17114797","2017","2017-001299","02","08","06","2017-01-16 ","GLASSBORO PD","01","","US 322","322 ","00000322__","16.900 ","GIRARD RD","","","NJ","05","69","","","69","","1"
"17900103","2017","B060-2017-00087A","01","16","08","2017-01-08 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","57.900 ","","","","NY","26","46","","","","","1"
"17181933","2017","2017000130","02","04","25","2017-01-12 ","MT. EPHRAIM PD","01","","NJ 168","168 ","00000168__","8.390  ","CR 660 / VALLEY RD","","","NJ","54","","","","","CROSSWALK SIGNAL POLE","1"
"17900691","2017","C060-2017-00008A","01","17","08","2017-01-02 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-295","295 ","00000295__","1.000  ","","","","NJ","56","46","","","46","","1"
"17114789","2017","I-2017-000077","02","14","31","2017-01-02 ","PEQUANNOCK PD","01","","NJ 23","23  ","00000023__","10.960 ","CR 680 / JACKSON AVE","","","NJ","48","","","","48","","1"
"17103664","2017","2017-00054","02","21","15","2017-01-02 ","LOPATCONG TWP PD","01","","US 22","22  ","00000022__","2.070  ","6TH ST","","","PA","19","46","","","46","","1"
"17901303","2017","A140-2017-00004A","01","08","09","2017-01-04 ","NEW JERSEY STATE POLICE","02","WOODSTOWN - SQU","I-295","295 ","00000295__","13.000 ","","","","VA","06","46","43","43","43","GUARDRAIL AND BRIDGE SUPPORTS, NJDOT 1035 PARKWAY AVE, TRENTON, NJ 08625","3"
"17900956","2017","C020-2017-00019A","01","03","24","2017-01-06 ","NEW JERSEY STATE POLICE","02","BORDENTOWN - SQ","I-295","295 ","00000295__","42.900 ","","","","NJ","46","47","","","","DAMAGE TO GUARD RAIL AT MILEPOST 42.9 INCLUDING MAJOR DENTS AND SCRAPES.","2"
"17901853","2017","B080-2017-00049A","01","14","33","2017-01-08 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-287","287 ","00000287__","53.500 ","","","","NJ","08","06","46","","","","1"
"17901396","2017","C060-2017-00049A","02","11","03","2017-01-07 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","NJ 29","29  ","00000029__","1.200  ","","","","IA","46","","","","46","DOT GUARDRAIL","1"
"17903540","2017","B130-2017-00413A","01","20","19","2017-02-01 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","50.800 ","","","","NJ","06","46","","","46","","1"
"17900113","2017","B130-2017-00025A","01","20","19","2017-01-03 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","52.800 ","","","","NJ","05","46","","","46","","1"
"17900842","2017","B080-2017-00046A","01","14","08","2017-01-08 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","38.100 ","","","","NJ","06","48","","","","","2"
"17130420","2017","17005185","02","12","15","2017-01-23 ","NORTH BRUNSWICK TWP PD","01","","US 1","1   ","00000001__","26.420 ","","T","RYDERS LN","NJ","46","","","","46","","1"
"17117649","2017","17-000196","02","09","09","2017-01-03 ","SECAUCUS PD","01","HEADQUARTERS","NJ 3","3   ","00000003__","9.600  ","","","","NJ","56","05","53","46","","PSE&G EE6251.","1"
"17902482","2017","B080-2017-00096A","01","14","27","2017-01-14 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","26.000 ","","","","PA","26","06","46","","","","1"
"17902482","2017","B080-2017-00096A","01","14","27","2017-01-14 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","26.000 ","","","","NJ","26","06","46","","","","1"
"17901753","2017","B080-2017-00091A","01","14","35","2017-01-14 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","35.000 ","","","","NJ","05","56","50","57","","NJ D.O.T EXIT 35B SIGN","1"
"17903365","2017","B080-2017-00115A","01","14","35","2017-01-16 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","35.800 ","","","","PA","26","48","","","","","1"
